split,method,row_kind,accuracy,f1_macro,f1_entailment,f1_neutral,f1_contradiction
multinli_tr_1_1::validation_mismatched,Meta_LinearSVC_train_only_16feat,computed,0.8074300254452926,0.8062173173350796,0.8268987786045205,0.7573160873080033,0.8344370860927153
multinli_tr_1_1::validation_mismatched,mDeBERTa,computed,0.7979643765903308,0.7959550717731766,0.8213748804154708,0.7449030333167578,0.8215873015873015
multinli_tr_1_1::validation_mismatched,Weighted_static_hand_weights,computed,0.7539949109414759,0.7457475296593484,0.7844030889986074,0.640074211502783,0.8127652884766546
multinli_tr_1_1::validation_mismatched,Majority_vote,computed,0.7321119592875318,0.7249211767636995,0.7518944023466145,0.6346300533943554,0.7882390745501285
multinli_tr_1_1::validation_mismatched,Qwen,computed,0.7263104325699745,0.7208204128505136,0.7622816593886463,0.619475138121547,0.7807044410413476
multinli_tr_1_1::validation_mismatched,Class_conditional_routing_computed,computed,0.6944529262086514,0.6865964538307997,0.7622816593886463,0.56760514424748,0.7299025578562729
multinli_tr_1_1::validation_mismatched,BERT,computed,0.6401017811704834,0.6295905609699347,0.6672678088367899,0.5254138266796494,0.6960900473933649
multinli_tr_1_1::validation_mismatched,Gemma,computed,0.4040712468193384,0.3542289008134802,0.5152149106124001,0.23370577281191807,0.3137660190161224
multinli_tr_1_1::validation_mismatched,REF_published_static_weighted_84.08pct,reference_published,,,,,
snli_tr_1_1::test,Meta_BiLSTM_train_only_16feat,computed,0.83560667752443,0.8352507624459786,0.8553329404832056,0.7924762941085031,0.8579430527462268
snli_tr_1_1::test,Meta_MLP_train_only_16feat,computed,0.8350977198697068,0.8346868178038118,0.8562582927908006,0.789727626459144,0.8580745341614907
snli_tr_1_1::test,Meta_FlatLSTM_train_only_16feat,computed,0.8344869706840391,0.8341608156388296,0.8551601948914809,0.790134946486738,0.85718730553827
snli_tr_1_1::test,Meta_LinearSVC_train_only_16feat,computed,0.8287866449511401,0.8278917446079106,0.8535031847133758,0.7811213177066836,0.8490507314036726
snli_tr_1_1::test,Majority_vote,computed,0.7838965798045603,0.7807375987058994,0.809609919917334,0.7137000341646738,0.8189028420356906
snli_tr_1_1::test,Weighted_static_hand_weights,computed,0.7790105863192183,0.7765460845286585,0.8200724540453509,0.7016298208810715,0.8079359786595531
snli_tr_1_1::test,BERT,computed,0.7503053745928339,0.7422047571167939,0.7895578050079914,0.6495378927911275,0.787518573551263
snli_tr_1_1::test,Qwen,computed,0.7435871335504886,0.7427172879150307,0.8005685856432125,0.6651432053625838,0.7624400727392957
snli_tr_1_1::test,mDeBERTa,computed,0.7328990228013029,0.7287793005937235,0.7856396866840731,0.6795256916996048,0.7211725233974925
snli_tr_1_1::test,Class_conditional_routing_computed,computed,0.7198697068403909,0.7182095333970414,0.8005685856432125,0.6357336547152757,0.7183263598326359
snli_tr_1_1::test,Gemma,computed,0.45796009771986973,0.4344311183566701,0.5331394140868482,0.3965322276667923,0.3736217133163698
snli_tr_1_1::test,REF_published_static_weighted_84.08pct,reference_published,,,,,
trglue_mnli::test_matched,Meta_BiLSTM_train_only_16feat,computed,0.8511323268206039,0.8511011448611989,0.8525146559703796,0.8452934090517983,0.8554953695614188
trglue_mnli::test_matched,Meta_MLP_train_only_16feat,computed,0.8502442273534636,0.8501784401726087,0.8522114347357066,0.8427238161078465,0.8556000696742728
trglue_mnli::test_matched,Meta_FlatLSTM_train_only_16feat,computed,0.8500222024866785,0.849986720931632,0.8514118191637093,0.8426501035196687,0.8558982401115177
trglue_mnli::test_matched,Meta_LinearSVC_train_only_16feat,computed,0.8390319715808171,0.8388126537131021,0.8452900810979413,0.8259220958290244,0.8452257842123406
trglue_mnli::test_matched,Qwen,computed,0.8156083481349912,0.8149914826526845,0.8230816077953715,0.7987024689133178,0.8231903712493643
trglue_mnli::test_matched,Weighted_static_hand_weights,computed,0.8138321492007105,0.8123139614442669,0.8223865448745832,0.7816222348269994,0.8329331046312178
trglue_mnli::test_matched,mDeBERTa,computed,0.7965142095914742,0.7934750701224781,0.8260869565217391,0.7508506616257089,0.8034875922199866
trglue_mnli::test_matched,Class_conditional_routing_computed,computed,0.7734236234458259,0.7704877583894604,0.8230816077953715,0.7269076305220884,0.7614740368509213
trglue_mnli::test_matched,Majority_vote,computed,0.7480017761989343,0.7405573213885952,0.7721639656816015,0.659712080116837,0.789795918367347
trglue_mnli::test_matched,BERT,computed,0.6591918294849023,0.6391899507363303,0.7219348525094366,0.49115646258503404,0.7044785371145204
trglue_mnli::test_matched,Gemma,computed,0.39931172291296624,0.3578931802288022,0.4966344131257888,0.2386669933839745,0.3383781341766433
trglue_mnli::test_matched,REF_published_static_weighted_84.08pct,reference_published,0.8408,,,,
trglue_mnli::test_mismatched,Meta_BiLSTM_train_only_16feat,computed,0.9034392969512857,0.9028882421126662,0.9131313131313131,0.8809605488850771,0.914572864321608
trglue_mnli::test_mismatched,Meta_MLP_train_only_16feat,computed,0.9030053162634263,0.9024598585870165,0.9121611154144075,0.8815540656695892,0.913664394677053
trglue_mnli::test_mismatched,Meta_FlatLSTM_train_only_16feat,computed,0.9013778886839535,0.9008128665483697,0.9115414407436097,0.878969957081545,0.9119272018199545
trglue_mnli::test_mismatched,Meta_LinearSVC_train_only_16feat,computed,0.8962786156016057,0.8957405571807008,0.9057550572369453,0.8725222146274778,0.9089443996776793
trglue_mnli::test_mismatched,Qwen,computed,0.8767494846479331,0.8755823265792007,0.8894960534304797,0.8496428571428571,0.8876080691642652
trglue_mnli::test_mismatched,Weighted_static_hand_weights,computed,0.8699142888141478,0.8678134926867841,0.8799301411730461,0.8319013821441913,0.8916089547431149
trglue_mnli::test_mismatched,mDeBERTa,computed,0.8424650103070414,0.838739026848104,0.8755199049316696,0.7868173258003767,0.8538798498122653
trglue_mnli::test_mismatched,Class_conditional_routing_computed,computed,0.8267332103721384,0.8231290947585107,0.8894960534304797,0.7638282387190685,0.8160629921259842
trglue_mnli::test_mismatched,Majority_vote,computed,0.8065531083866768,0.7995670821025965,0.8239659200219871,0.7225280326197757,0.8522072936660269
trglue_mnli::test_mismatched,BERT,computed,0.7251817294130412,0.7076769165670805,0.7730763859796118,0.5737596471885337,0.7761947165330959
trglue_mnli::test_mismatched,Gemma,computed,0.41759791689269826,0.3698425496684013,0.521068128744035,0.23526435618517583,0.3531951640759931
trglue_mnli::test_mismatched,REF_published_static_weighted_84.08pct,reference_published,,,,,
